269	487
219	458
389	377
313	407
500	381
306	591
301	230
247	211
252	490
269	197
440	328
513	328
128	317
312	227
299	344
57	162
413	344
54	408
442	291
223	292
331	283
177	527
433	412
264	261
372	179
386	396
285	225
310	383
427	197
440	339
293	148
306	400
319	560
343	405
317	316
307	105
274	166
105	462
579	348
422	188
332	470
321	253
188	454
271	61
298	270
361	368
179	451
308	41
110	356
264	204
298	534
218	241
240	221
296	354
223	352
277	535
328	239
253	591
314	182
333	411
259	417
213	223
340	276
425	253
234	173
303	191
324	242
467	214
227	168
319	389
259	368
59	230
328	22
390	25
171	233
34	219
319	498
180	403
251	467
392	279
322	93
277	367
169	338
281	332
336	300
364	57
231	79
299	381
188	343
267	174
331	270
513	378
301	398
410	184
75	424
131	365
302	518
342	27
286	352
449	212
245	250
399	491
431	136
187	132
304	300
52	209
323	209
101	401
347	191
139	403
278	378
119	461
430	128
292	344
169	218
301	89
444	110
294	85
369	182
230	207
398	416
286	443
316	179
298	177
322	463
138	490
307	148
368	433
254	236
196	77
528	268
425	308
231	333
300	65
388	209
118	465
271	377
283	541
325	131
292	444
423	168
366	354
199	164
315	506
120	249
272	149
425	437
188	342
343	325
300	79
328	27
395	288
419	251
397	94
308	428
491	270
396	190
274	71
429	319
300	42
517	463
91	188
313	535
271	277
378	183
284	204
296	445
454	329
265	375
259	64
284	188
382	392
308	148
423	71
139	280
454	335
340	320
346	476
185	331
391	309
520	326
263	71
476	221
297	397
269	146
247	351
393	116
191	345
284	120
208	335
276	302
175	238
287	581
316	261
277	147
300	468
354	216
364	29
422	84
248	174
194	69
238	531
214	313
247	408
187	278
361	222
227	397
330	359
290	430
441	159
93	160
336	460
300	494
325	381
329	275
463	361
325	377
506	148
355	436
219	391
263	287
357	534
297	213
343	318
328	263
114	381
337	191
332	171
503	244
290	482
278	237
280	387
271	8
232	579
386	422
398	362
323	402
505	272
201	397
77	252
434	384
514	289
320	212
41	225
460	101
368	440
472	94
444	208
165	555
297	112
188	316
263	302
406	154
453	233
534	259
510	397
306	75
335	572
111	432
398	265
288	492
315	58
292	220
383	304
264	414
34	203
321	337
393	210
253	572
423	562
220	196
395	364
299	533
131	446
346	163
224	80
416	207
481	333
570	228
313	223
346	511
176	259
299	351
369	312
145	295
148	487
204	435
387	487
279	73
501	248
306	310
407	217
97	159
307	136
520	256
363	241
448	194
277	263
473	295
301	399
286	235
361	340
297	300
50	313
304	385
401	187
205	231
359	358
351	112
305	204
361	355
311	504
205	347
328	195
386	313
272	190
228	113
267	119
311	269
249	395
228	365
419	80
322	463
291	93
245	486
463	346
335	28
306	184
398	469
288	108
445	197
31	307
415	486
365	164
299	249
313	356
217	328
137	404
284	579
404	516
309	420
297	137
317	255
285	476
214	411
113	480
403	137
454	176
286	142
318	202
202	331
422	368
508	360
284	312
587	305
273	159
369	126
299	92
265	338
488	218
436	231
381	205
275	314
326	474
457	432
444	429
260	315
162	381
519	203
399	459
339	497
449	358
343	27
312	241
245	76
149	285
96	259
197	251
302	467
267	134
333	120
561	280
302	121
302	302
287	412
406	509
251	248
156	279
384	359
313	547
211	513
274	336
341	304
218	193
235	538
195	173
284	77
211	101
205	474
263	54
318	280
442	266
392	477
536	312
245	228
321	120
304	303
329	303
212	42
261	303
392	313
250	587
436	247
448	264
479	301
427	143
438	330
498	480
262	503
328	457
319	161
203	203
305	499
481	437
245	583
492	210
248	131
329	174
243	56
332	345
512	361
254	429
198	394
316	525
171	273
226	428
162	142
220	311
352	186
455	301
218	431
191	118
155	442
288	126
301	465
236	421
245	500
164	417
422	216
351	120
245	78
328	252
418	102
489	380
179	433
280	395
333	149
161	154
295	232
527	293
289	296
309	42
283	369
422	78
313	56
120	247
192	334
268	398
158	128
300	381
306	204
583	312
165	381
462	430
413	57
126	227
291	86
371	554
299	197
594	316
304	354
300	452
542	279
182	237
139	138
300	375
307	300
373	76
167	167
414	234
315	188
378	298
388	115
302	96
342	267
312	244
319	295
124	194
226	310
303	472
462	442
269	298
323	240
296	596
178	366
204	300
254	579
252	50
243	349
303	216
357	252
320	115
148	397
535	431
347	392
307	406
120	188
266	169
334	372
406	29
129	315
307	456
292	384
459	413
312	15
300	555
290	288
423	305
247	503
351	366
255	54
209	400
299	211
189	531
263	280
345	410
394	405
245	562
199	502
379	182
318	233
262	249
305	494
294	53
471	152
230	420
353	396
85	250
316	147
294	15
85	336
137	324
368	443
332	553
322	305
327	391
459	217
300	45
90	205
308	47
440	497
197	334
244	354
198	63
207	506
167	247
62	165
203	65
457	314
309	305
347	526
331	405
351	283
366	512
172	492
341	362
416	102
223	554
348	262
237	258
320	390
181	315
284	457
155	365
484	123
272	183
474	341
157	209
300	26
352	129
334	446
304	323
254	441
180	466
466	111
402	191
281	108
80	309
303	231
339	168
216	383
264	30
106	276
555	205
419	308
317	403
494	268
368	424
347	483
302	8
404	225
237	506
289	535
278	432
300	25
353	271
164	340
234	559
353	54
365	510
222	280
284	247
370	243
172	244
303	229
429	382
295	81
445	361
153	235
319	195
292	303
297	177
315	214
278	138
227	182
315	64
363	346
147	384
284	373
313	60
317	484
315	14
504	220
100	254
214	154
43	394
105	433
276	463
194	282
188	292
294	488
275	434
277	408
202	95
298	518
297	339
428	34
185	370
401	336
366	259
251	449
185	378
254	331
252	195
476	367
219	442
567	189
101	257
252	450
274	148
346	392
315	188
318	13
309	271
267	197
449	541
284	200
302	237
410	393
172	171
301	172
296	338
300	204
299	385
317	424
170	417
556	312
314	34
142	180
203	127
89	358
264	430
331	339
371	37
184	65
302	533
260	302
338	399
334	470
300	131
336	442
218	537
443	381
322	189
48	273
299	176
300	320
146	210
289	489
300	592
298	289
180	534
530	299
246	148
287	129
146	86
540	342
300	287
276	429
269	43
335	362
224	414
99	132
291	550
146	450
333	482
385	308
134	121
171	467
482	411
206	516
286	447
222	482
273	211
497	208
226	305
346	428
251	493
242	517
214	424
273	307
227	188
359	389
435	277
219	330
302	336
432	118
228	402
189	183
317	371
49	359
315	409
477	300
521	344
428	432
272	266
185	517
313	328
230	207
296	313
491	308
300	320
311	334
396	244
335	392
312	301
397	302
107	414
230	319
415	245
375	329
115	309
266	156
244	360
309	223
261	394
331	530
247	422
266	568
133	226
343	136
510	349
289	88
359	563
62	303
293	230
258	486
200	165
536	382
77	355
295	112
315	581
381	380
385	431
302	148
410	147
408	202
220	324
277	74
295	130
297	475
439	193
453	284
272	155
373	213
249	158
360	452
524	368
519	167
294	286
162	374
188	484
247	61
222	65
365	129
356	333
443	256
311	237
335	423
389	380
405	532
280	370
539	405
332	198
285	136
150	244
418	101
288	334
219	463
313	228
226	156
378	472
102	264
259	472
171	273
381	222
175	233
331	265
300	190
293	573
316	565
325	55
328	362
183	343
162	230
434	143
263	402
415	530
328	140
301	445
265	278
255	93
331	97
345	151
155	332
261	12
481	398
248	387
208	296
264	72
243	177
129	246
306	391
312	153
266	268
280	225
137	520
406	275
336	57
391	453
279	300
451	400
298	299
322	434
367	389
221	548
478	122
318	121
168	346
313	22
300	335
371	207
307	522
565	183
382	544
247	371
344	467
403	385
321	184
314	481
430	339
382	311
280	477
309	550
570	293
297	172
300	146
212	388
250	300
295	62
282	552
245	140
317	159
108	127
285	224
201	136
408	277
269	395
209	89
454	142
390	430
199	419
469	391
329	146
234	535
532	474
281	560
310	506
294	296
304	126
301	186
405	190
169	179
276	448
470	249
474	295
299	388
201	179
301	114
315	494
208	350
134	214
160	379
189	485
278	479
118	246
274	226
181	337
267	79
242	69
323	192
477	509
348	360
280	263
476	234
240	477
144	347
318	251
254	242
349	161
199	236
481	170
217	146
314	329
277	102
111	263
316	482
321	80
428	222
389	122
322	21
327	16
219	197
451	392
429	253
327	346
281	77
222	479
372	235
226	474
366	102
375	260
270	427
304	286
344	449
309	240
204	428
284	561
275	522
254	431
314	383
237	228
361	443
395	212
304	370
503	278
322	34
185	200
271	374
285	173
301	540
271	450
318	463
211	286
352	262
388	469
355	361
315	341
336	370
275	253
