152	518
32	578
334	49
176	497
69	188
47	113
51	488
361	241
215	151
273	187
493	513
595	520
62	589
455	545
235	96
113	515
370	395
549	190
554	20
111	538
265	364
121	39
381	184
87	256
350	454
524	130
394	22
319	231
563	138
215	169
107	284
195	477
407	379
471	150
538	352
497	371
496	131
322	190
291	350
328	482
410	554
23	136
141	118
223	86
246	241
561	405
201	136
540	269
60	440
172	495
177	338
554	198
56	366
286	483
441	125
216	212
496	559
543	489
433	373
185	547
195	269
73	496
545	480
598	7
187	201
40	588
51	20
293	393
388	144
186	186
309	442
301	467
498	256
207	120
235	399
567	537
390	442
193	7
160	375
326	335
17	103
237	467
294	290
247	175
455	77
288	223
336	41
202	346
29	9
355	162
303	584
206	555
443	412
231	54
202	291
568	282
179	168
137	325
364	338
468	84
