404	558
213	571
205	252
110	127
427	207
588	292
220	588
114	488
149	103
174	200
490	54
188	294
273	203
325	374
500	118
260	309
196	133
41	207
195	25
343	331
594	527
96	333
89	271
464	321
245	180
406	175
523	592
79	263
483	172
373	441
488	1
213	201
387	342
414	414
207	334
429	278
288	357
198	224
469	575
109	509
188	581
58	315
428	116
90	16
222	132
474	191
77	35
127	258
212	523
145	365
366	143
390	394
217	101
218	159
284	567
148	392
31	308
164	113
562	255
361	149
110	89
127	540
47	576
213	44
139	498
389	207
444	207
308	469
521	27
265	38
163	293
138	438
403	424
298	149
113	211
144	282
495	6
385	499
220	59
452	284
428	87
406	538
196	452
316	122
84	332
350	530
149	148
260	260
266	515
543	211
308	525
410	235
101	256
354	1
197	34
48	268
251	349
152	279
403	448
146	229
238	172
389	223
55	184
299	44
306	153
264	430
567	57
188	229
60	122
24	522
289	432
381	370
484	144
320	165
428	289
33	74
355	38
291	361
269	180
86	340
437	94
440	27
23	419
490	35
216	489
494	210
513	320
47	233
107	397
337	134
252	337
255	173
399	270
403	435
154	62
87	79
441	271
147	189
568	255
168	192
29	487
433	404
140	503
593	269
228	159
391	367
470	509
238	371
62	56
313	426
507	168
396	569
184	423
581	257
397	552
129	418
151	91
140	308
380	450
248	218
451	27
30	251
103	354
299	150
453	449
161	25
251	463
359	174
504	27
347	235
418	236
515	453
283	95
427	16
533	379
352	85
532	276
331	176
379	274
553	324
318	301
176	558
542	119
108	115
532	158
192	311
493	533
232	227
475	63
378	226
108	199
69	328
483	222
33	447
37	346
54	192
182	247
57	363
362	276
113	394
335	101
336	104
263	145
109	529
244	55
102	118
596	378
554	169
252	518
420	63
537	381
444	174
209	3
224	452
216	370
576	313
543	195
103	75
103	570
317	300
451	316
521	426
458	576
52	323
500	31
481	378
452	441
408	346
228	590
242	462
231	101
534	51
287	236
434	507
254	85
190	399
274	402
362	144
66	413
311	226
365	438
91	541
154	481
574	337
185	131
82	285
96	369
383	172
178	245
484	357
587	590
66	326
350	507
474	412
23	92
159	354
220	414
470	475
54	448
202	397
14	254
404	44
402	226
335	280
318	201
393	317
487	105
342	357
180	397
455	28
173	307
360	479
565	539
206	73
116	532
399	380
381	316
276	249
343	227
153	372
518	309
526	446
241	474
438	336
14	76
140	458
138	421
429	413
405	490
408	291
81	343
506	17
491	112
15	141
491	394
179	490
150	452
542	534
331	429
77	116
434	211
469	466
455	509
27	353
374	510
519	348
217	343
159	184
373	39
304	535
499	489
175	392
546	242
157	358
113	302
529	379
114	454
311	426
186	520
