36	473
312	86
346	129
265	164
380	375
382	220
185	390
486	443
269	186
304	47
193	405
242	309
320	38
226	473
252	305
409	215
329	159
570	478
357	303
435	374
352	457
160	390
305	19
209	513
96	429
376	403
317	166
300	7
351	158
459	419
170	448
555	452
157	407
205	264
459	347
346	119
236	435
255	261
447	256
262	171
242	209
291	86
290	51
287	28
358	475
254	209
293	487
282	142
293	481
132	451
358	216
321	322
311	39
495	514
332	58
120	394
368	275
284	356
291	35
283	457
487	476
381	266
311	22
289	341
517	426
319	277
485	395
251	109
468	471
388	212
424	353
277	89
250	97
315	342
391	257
223	503
365	186
311	118
213	212
318	376
324	90
273	359
307	292
180	419
345	303
373	361
313	134
169	279
121	516
300	2
233	223
318	210
334	151
142	342
299	47
265	506
182	268
265	108
393	220
184	416
291	20
309	171
226	144
438	323
305	230
449	273
278	86
74	409
350	157
315	169
361	444
518	415
129	371
289	197
412	334
179	258
248	132
265	302
300	16
397	308
293	469
330	155
305	71
254	158
308	33
328	90
281	200
267	317
200	292
433	427
100	394
334	122
454	355
313	33
409	441
275	53
317	70
537	420
300	54
221	476
318	65
335	87
246	148
340	97
334	106
308	158
483	373
158	274
117	396
369	355
308	95
351	141
252	97
256	319
221	488
256	104
201	201
474	305
313	242
451	444
252	97
384	300
284	421
218	504
193	358
264	76
239	140
207	404
312	22
320	74
296	129
470	300
233	489
376	154
283	41
464	366
293	222
49	519
329	151
318	61
300	9
332	190
479	382
366	257
245	170
292	54
394	384
318	181
225	159
185	420
501	448
353	94
264	118
232	264
253	264
302	104
335	223
204	375
291	41
167	507
321	388
307	58
317	246
188	492
262	242
474	478
185	412
315	28
307	28
416	358
409	494
131	473
364	264
458	413
303	34
359	245
337	334
282	37
309	455
367	185
322	99
283	169
134	322
277	317
321	330
311	276
208	501
415	409
301	96
212	344
383	210
505	395
69	416
191	449
317	40
267	108
291	88
256	326
356	106
274	167
438	297
185	211
251	179
285	54
285	119
376	245
291	39
301	11
316	216
200	401
231	213
297	79
466	424
300	131
446	255
492	373
290	58
505	469
380	221
268	299
215	339
362	124
316	492
339	82
370	379
188	378
287	28
303	93
301	517
267	507
224	365
355	211
290	48
361	275
275	69
306	19
71	400
189	203
327	67
316	113
274	342
286	35
317	208
196	517
508	398
365	337
162	251
181	385
257	371
228	135
423	397
298	7
249	442
173	468
266	112
162	358
366	296
317	127
357	145
225	161
299	35
287	323
332	129
189	200
388	202
232	132
357	169
461	433
305	351
302	46
463	290
457	313
302	13
346	183
352	125
361	124
299	11
97	367
304	15
358	378
300	1
357	398
282	85
51	485
438	367
266	207
363	171
354	426
313	24
210	343
359	241
242	293
279	377
149	513
324	133
345	371
241	128
287	145
283	99
368	185
224	326
405	209
261	106
283	57
177	266
260	163
459	480
295	33
162	374
439	392
219	161
151	403
301	14
335	154
306	13
160	351
184	397
229	503
249	200
107	347
234	370
324	107
300	235
358	132
353	169
292	499
466	362
300	21
209	503
290	67
303	169
270	173
278	205
171	320
294	12
420	307
335	85
406	330
260	369
375	337
281	410
224	173
257	407
274	178
250	216
248	507
370	443
514	412
265	117
243	230
266	424
318	242
300	41
229	131
179	280
221	457
451	300
173	470
390	299
135	387
303	9
311	62
412	360
518	461
