531	109
165	567
74	103
383	588
85	509
153	561
178	26
228	591
522	501
179	574
276	1
364	593
123	542
522	99
282	599
348	596
512	512
29	172
215	13
422	26
230	591
465	550
230	591
348	4
417	576
285	599
38	446
133	549
321	1
173	571
112	533
525	102
33	164
188	578
551	464
561	447
155	38
552	462
542	477
504	519
228	9
417	24
557	454
386	587
198	582
433	32
348	4
428	29
400	18
196	19
62	118
210	586
312	1
498	75
327	2
163	34
249	5
168	31
502	521
361	7
292	599
330	598
219	588
69	491
491	531
196	581
337	3
166	32
457	45
235	8
509	515
59	122
67	488
0	300
524	101
476	542
169	31
84	508
8	368
596	252
397	583
5	354
436	33
17	399
218	12
215	13
507	517
474	544
357	6
452	558
188	578
120	540
183	576
4	348
456	44
85	91
25	181
45	458
442	36
95	81
